Moving plate,Fixed plate,Moving plate ID,Age (GTS2020),Latitude,Longitude,Angle,Fixed Plate ID,Abbreviation,Chron according to time scale used in paper,Reference,Chron in paper,Age in paper,Comments,,,,,
Antarctica,South Africa,802,30.977,1.09,328.04,5.296,701,!ANT-AFR,C12n o,DeMets et al. (2021),12no,30.977,,,,,,
Antarctica,South Africa,802,33.726,1.02,328.00,6.093,701,!ANT-AFR,C13n o,DeMets et al. (2021),13o,33.726,,,,,,
Antarctica,South Africa,802,35.102,0.99,327.98,6.442,701,!ANT-AFR,C15n y,DeMets et al. (2021),15ny,35.102,,,,,,
Antarctica,South Africa,802,35.774,0.98,327.97,6.607,701,!ANT-AFR,C16n.2n y,DeMets et al. (2021),16n.2,35.774,,,,,,
Antarctica,South Africa,802,36.573,0.96,327.95,6.795,701,!ANT-AFR,C17n.1n y,DeMets et al. (2021),17n.1,36.573,,,,,,
Antarctica,South Africa,802,38.398,0.92,327.92,7.201,701,!ANT-AFR,C18n.1 y,DeMets et al. (2021),18y,38.398,,,,,,
Antarctica,South Africa,802,40.073,0.88,327.89,7.573,701,!ANT-AFR,C18n.2n o,DeMets et al. (2021),18o,40.073,,,,,,
Antarctica,South Africa,802,41.180,0.85,327.87,7.802,701,!ANT-AFR,C19n o,DeMets et al. (2021),19c,41.105,,,,,,
Antarctica,South Africa,802,42.196,0.82,327.84,8.039,701,!ANT-AFR,C20n y,DeMets et al. (2021),20y,42.196,,,,,,
Antarctica,South Africa,802,43.450,0.78,327.82,8.286,701,!ANT-AFR,C20n o,DeMets et al. (2021),20o,43.45,,,,,,
Antarctica,South Africa,802,46.235,4.64,324.85,8.649,701,!ANT-AFR,C21n y,DeMets et al. (2021),21y,46.235,,,,,,
Antarctica,South Africa,802,47.760,9.47,321.11,8.838,701,!ANT-AFR,C21n o,DeMets et al. (2021),21o,47.76,,,,,,
Antarctica,South Africa,802,48.878,9.51,320.64,9.002,701,!ANT-AFR,C22n y,DeMets et al. (2021),22y,48.878,,,,,,
Antarctica,South Africa,802,49.666,9.46,320.36,9.121,701,!ANT-AFR,C22n o,DeMets et al. (2021),22o,49.666,,,,,,
Antarctica,South Africa,802,50.767,9.38,319.96,9.291,701,!ANT-AFR,C23n y,DeMets et al. (2021),23y,50.767,,,,,,
Antarctica,South Africa,802,51.724,9.32,319.62,9.437,701,!ANT-AFR,C23n.2n o,DeMets et al. (2021),23o,51.724,,,,,,
Antarctica,Somalia,802,51.724,13.41,-42.81,9.178,709,!ANT-SOM,C23n.2n o,"cross-over to Somalia, this study",23o,,,,,,,
Antarctica,Somalia,802,53.900,7.60,-39.57,9.98,709,!ANT-SOM,C24n.3n o,Cande and Patriat (2015),24o,53.983,,,,,,
Antarctica,Somalia,802,58.959,6.69,-42.74,10.58,709,!ANT-SOM,C26n y,Cande and Patriat (2015),26y,58.959,,,,,,
Antarctica,Somalia,802,63.537,3.81,-43.67,11.17,709,!ANT-SOM,C28n y,Cande and Patriat (2015),28y,63.494,,,,,,
Antarctica,Somalia,802,68.351,0.64,-43.29,11.98,709,!ANT-SOM,C31n y,Cande and Patriat (2015),31y,68.369,,,,,,
Antarctica,Somalia,802,71.451,-3.27,-41.14,12.83,709,!ANT-SOM,C32n.1n y,Cande and Patriat (2015),32Ay,71.449,,,,,,
Antarctica,Somalia,802,74.201,-5.38,-39.54,13.91,709,!ANT-SOM,C33n y,Cande and Patriat (2015),33y,74.309,,,,,,
Antarctica,Somalia,802,79.900,-3.27,-39.79,15.98,709,!ANT-SOM,C33n o,Cande and Patriat (2015),33o,79.9,,,,,,
Antarctica,Somalia,802,83.650,-1.35,-39.52,17.82,709,!ANT-SOM,C34n y,Cande and Patriat (2015),34y,83.64,,,,,,
Antarctica,Somalia,802,102.00,-2.32,-33.32,28.09,709,!ANT-SOM,,Mueller and Jokat (2019),CNS,102,Fit to fracture zones,,,,,
Antarctica,Somalia,802,113.00,-6.74,-28.95,34.57,709,!ANT-SOM,,Mueller and Jokat (2019),CNS,113,Fit to fracture zones,,,,,
Antarctica,Somalia,802,121.40,-10.41,-26.02,41.09,709,!ANT-SOM,M0ro,Mueller and Jokat (2019),M0r,126.12,120 Ma pole (fit to fracture zones) removed,,,,,
Antarctica,Somalia,802,124.53,-9.55,-27.19,42.30,709,!ANT-SOM,M3n m,Mueller and Jokat (2019),M3n,128.89,,,,,,
Antarctica,Somalia,802,126.63,-9.36,-27.58,43.01,709,!ANT-SOM,M5n m,Mueller and Jokat (2019),M5n,131.02,,,,,,
Antarctica,Somalia,802,129.10,-8.86,-28.44,43.21,709,!ANT-SOM,M8n m,Mueller and Jokat (2019),M8n,132.68,,,,,,
Antarctica,Somalia,802,130.50,-8.93,-28.71,43.65,709,!ANT-SOM,M10n m,Mueller and Jokat (2019),M10n,133.73,,,,,,
Antarctica,Somalia,802,133.12,-8.89,-29.17,44.42,709,!ANT-SOM,M11n m,Mueller and Jokat (2019),M11n,135.62,,,,,,
Antarctica,Somalia,802,136.34,-8.99,-29.57,44.96,709,!ANT-SOM,M13n m,Mueller and Jokat (2019),M13n,138.34,,,,,,
Antarctica,Somalia,802,139.42,-8.58,-30.20,46.64,709,!ANT-SOM,M16n m,Mueller and Jokat (2019),M16n,141.03,,,,,,
Antarctica,Somalia,802,141.60,-8.20,-30.20,47.86,709,!ANT-SOM,M17r m,Mueller and Jokat (2019),M17r,143.29,,,,,,
Antarctica,Somalia,802,145.02,-7.41,-30.99,49.17,709,!ANT-SOM,M20n.2n m,Mueller and Jokat (2019),M20n.2n,147.34,,,,,,
Antarctica,Somalia,802,148.08,-7.00,-31.46,50.30,709,!ANT-SOM,M22n.1n m,Mueller and Jokat (2019),M22n.1n,150.56,,,,,,
Antarctica,Somalia,802,149.07,-6.74,-31.71,50.88,709,!ANT-SOM,M22r m,Mueller and Jokat (2019),M22r,151.79,,,,,,
Antarctica,Somalia,802,153.15,-6.45,-31.96,52.67,709,!ANT-SOM,M25n m,Mueller and Jokat (2019),M25n,155.7,,,,,,
Antarctica,Somalia,802,155.88,-6.55,-32.30,53.59,709,!ANT-SOM,M28Ar m,Mueller and Jokat (2019),M28n.2r,158.24,,,,,,
Antarctica,Somalia,802,157.43,-6.63,-32.42,53.87,709,!ANT-SOM,M30n m,Mueller and Jokat (2019),M30n,159.5,,,,,,
Antarctica,Somalia,802,158.93,-6.70,-32.57,54.23,709,!ANT-SOM,M33n,Mueller and Jokat (2019),M33n.1n,160.83,,,,,,
Antarctica,Somalia,802,162.87,-7.02,-32.97,55.05,709,!ANT-SOM,M38n.2n m,Mueller and Jokat (2019),M38n.2n,164.1,,,,,,
Antarctica,Somalia,802,177,-7.79,-33.86,56.72,709,!ANT-SOM,,Mueller and Jokat (2019),,177,"177 Ma age based on more magmatism (Save-Limpopo dyke swarm, Mwenezi intrusions, oldest volcanics in Moma district)",,,,,
Antarctica,Somalia,802,182,-7.96,-33.86,56.91,709,!ANT-SOM,,Mueller and Jokat (2019),,182,182 Ma age based on onset of magmatism (Karoo-Ferrar emplacement),,,,,
Antarctica,Somalia,802,330,-7.96,-33.86,56.91,709,!ANT-SOM,,,,,,,,,,
Antarctic Peninsula,Antarctica,803,0,0,0,0,802,!AP-ANT,,,,,,,,,,
Antarctic Peninsula,Antarctica,803,140,0,0,0,802,!AP-ANT,,Van de Lagemaat et al. (2021),,,Fixed to East Antarctica from ~140-0 Ma,,,,,
Marie Byrd Land (West Antarctica),Antarctica,804,0,0,0,0,802,!MBL-ANT,,,,,Marie Byrd Land (West Antarctica) - Antarctica Craton,,,,,
Marie Byrd Land (West Antarctica),Antarctica,804,11.06,0,0,0,802,!MBL-ANT,C5n.2n o,Granot and Dyment (2018),5o,11,,,,,,
Marie Byrd Land (West Antarctica),Antarctica,804,25.99,67.05,-109.47,-0.57,802,!MBL-ANT,C8n.2n o,Granot and Dyment (2018),8o,26,,,,,,
Marie Byrd Land (West Antarctica),Antarctica,804,30.98,-84.78,-169.01,1.33,802,!MBL-ANT,C12n o,Granot et al. (2013),12o,30.94,,,,,,
Marie Byrd Land (West Antarctica),Antarctica,804,33.73,-81.09,-159.63,3.17,802,!MBL-ANT,C13n o,Granot et al. (2013),13o,33.55,,,,,,
Marie Byrd Land (West Antarctica),Antarctica,804,40.07,-85.87,-139.51,4.48,802,!MBL-ANT,C18n.2n o,Granot et al. (2013),18o,40.13,,,,,,
Marie Byrd Land (West Antarctica),Antarctica,804,43.45,-18.15,-17.85,1.7,802,!MBL-ANT,C20n o,Cande and Stock (2004),20o,43.8,,,,,,
Marie Byrd Land (West Antarctica),Antarctica,804,53.9,-18.15,-17.85,1.7,802,!MBL-ANT,C24n.3n o,Cande and Stock (2004),24o,53.3,,,,,,
Marie Byrd Land (West Antarctica),Antarctica,804,62.28,-18.15,-17.85,2.2,802,!MBL-ANT,C27ny,Cande and Stock (2004),27m,61.1,,,,,,
Marie Byrd Land (West Antarctica),Antarctica,804,83.65,-18.15,-17.85,2.2,802,!MBL-ANT,,Van de Lagemaat et al. (2021),,,Fixed to East Antarctica  ,,,,,
Pacific,Marie Byrd Land,901,0,0,0,0,804,!PAC-MBL,,,,,,,,,,
Pacific,Marie Byrd Land,901,0.77,64.303,-81.212,0.676,804,!PAC-MBL,C1n o,Croon et al. (2008),1o,0.78,,,,,,
Pacific,Marie Byrd Land,901,1.86,64.901,-81.138,1.606,804,!PAC-MBL,C2n m,Croon et al. (2008),2,1.86,,,,,,
Pacific,Marie Byrd Land,901,2.6,65.204,-81.225,2.227,804,!PAC-MBL,C2An.1n y,Croon et al. (2008),2Ay,2.58,,,,,,
Pacific,Marie Byrd Land,901,3.6,65.897,-81.165,3.109,804,!PAC-MBL,C2An.3n o,Croon et al. (2008),2Ao,3.58,,,,,,
Pacific,Marie Byrd Land,901,4.24,66.624,-80.533,3.702,804,!PAC-MBL,C3n.1n m,Croon et al. (2008),3y,4.24,,,,,,
Pacific,Marie Byrd Land,901,5.12,66.909,-80.658,4.48,804,!PAC-MBL,C3n.4n m,Croon et al. (2008),3o,5.11,,,,,,
Pacific,Marie Byrd Land,901,6.02,67.091,-81.081,5.211,804,!PAC-MBL,C3An.1n y,Croon et al. (2008),3Ay,6.04,,,,,,
Pacific,Marie Byrd Land,901,6.73,67.331,-81.202,5.808,804,!PAC-MBL,C3An.2n o,Croon et al. (2008),3Ao,6.71,,,,,,
Pacific,Marie Byrd Land,901,7.91,68.162,-80.54,6.83,804,!PAC-MBL,C4n.2n m,Croon et al. (2008),4,7.86,,,,,,
Pacific,Marie Byrd Land,901,8.94,68.833,-79.969,7.639,804,!PAC-MBL,C4An m,Croon et al. (2008),4A,8.86,,,,,,
Pacific,Marie Byrd Land,901,9.79,69.707,-78.566,8.417,804,!PAC-MBL,C5n.1n y,Croon et al. (2008),5y,9.74,,,,,,
Pacific,Marie Byrd Land,901,11.06,70.356,-77.813,9.481,804,!PAC-MBL,C5n.2n o,Croon et al. (2008),5o,10.95,,,,,,
Pacific,Marie Byrd Land,901,12.37,71.293,-76.115,10.631,804,!PAC-MBL,C5An.2n m,Croon et al. (2008),5A,12.29,,,,,,
Pacific,Marie Byrd Land,901,13.11,71.746,-75.122,11.283,804,!PAC-MBL,C5AAn m,Croon et al. (2008),5AA,13.06,,,,,,
Pacific,Marie Byrd Land,901,14.39,72.381,-73.576,12.42,804,!PAC-MBL,C5ADn m,Croon et al. (2008),5AD,14.39,,,,,,
Pacific,Marie Byrd Land,901,15.1,72.601,-73.192,13.012,804,!PAC-MBL,C5Bn.2n m,Croon et al. (2008),5B,15.09,,,,,,
Pacific,Marie Byrd Land,901,16.12,72.974,-72.498,13.948,804,!PAC-MBL,C5Cn.1n m,Croon et al. (2008),5Cy,16.15,,,,,,
Pacific,Marie Byrd Land,901,16.63,73.181,-72.032,14.344,804,!PAC-MBL,C5Cn.3n m,Croon et al. (2008),5Co,16.64,,,,,,
Pacific,Marie Byrd Land,901,17.38,73.394,-71.58,14.929,804,!PAC-MBL,C5Dn m,Croon et al. (2008),5D,17.47,,,,,,
Pacific,Marie Byrd Land,901,18.01,73.617,-70.909,15.418,804,!PAC-MBL,C5En y,Croon et al. (2008),5E,18.28,,,,,,
Pacific,Marie Byrd Land,901,18.64,73.712,-70.936,15.946,804,!PAC-MBL,C6n y,Croon et al. (2008),6y,19.05,,,,,,
Pacific,Marie Byrd Land,901,19.54,74.001,-70.157,16.727,804,!PAC-MBL,C6n o,Croon et al. (2008),6o,20.13,,,,,,
Pacific,Marie Byrd Land,901,20.61,74.133,-70.089,17.381,804,!PAC-MBL,C6An.2n m,Croon et al. (2008),6A,21.16,,,,,,
Pacific,Marie Byrd Land,901,22.34,74.385,-69.727,18.675,804,!PAC-MBL,C6Bn.2n o,Croon et al. (2008),6B,23.07,,,,,,
Pacific,Marie Byrd Land,901,23.27,74.482,-69.581,19.347,804,!PAC-MBL,C6Cn.3n m,Croon et al. (2008),6C,24.06,,,,,,
Pacific,Marie Byrd Land,901,24.12,74.509,-69.664,19.923,804,!PAC-MBL,C7n.2n y,Croon et al. (2008),7,24.84,,,,,,
Pacific,Marie Byrd Land,901,25.1,74.499,-69.836,20.625,804,!PAC-MBL,C8n.1n y,Croon et al. (2008),8y,25.82,,,,,,
Pacific,Marie Byrd Land,901,25.99,74.511,-69.806,21.175,804,!PAC-MBL,C8n.2n o,Croon et al. (2008),8o,26.55,,,,,,
Pacific,Marie Byrd Land,901,26.42,74.455,-69.9,21.531,804,!PAC-MBL,C9n y,Croon et al. (2008),9y,27.03,,,,,,
Pacific,Marie Byrd Land,901,27.44,74.401,-69.747,22.234,804,!PAC-MBL,C9n o,Croon et al. (2008),9o,27.97,,,,,,
Pacific,Marie Byrd Land,901,27.86,74.407,-69.504,22.575,804,!PAC-MBL,C10n.1n y,Croon et al. (2008),10y,28.28,,,,,,
Pacific,Marie Byrd Land,901,28.28,74.33,-69.543,22.953,804,!PAC-MBL,C10n.2n o,Croon et al. (2008),10o,28.75,,,,,,
Pacific,Marie Byrd Land,901,29.18,74.378,-68.714,23.662,804,!PAC-MBL,C11n.1n y,Croon et al. (2008),11y,29.4,,,,,,
Pacific,Marie Byrd Land,901,29.97,74.329,-68.43,24.232,804,!PAC-MBL,C11n.2n o,Croon et al. (2008),11o,30.1,,,,,,
Pacific,Marie Byrd Land,901,30.59,74.366,-67.75,24.708,804,!PAC-MBL,C12n y,Croon et al. (2008),12y,30.48,,,,,,
Pacific,Marie Byrd Land,901,30.98,74.32,-67.593,25.058,804,!PAC-MBL,C12n o,Croon et al. (2008),12o,30.94,,,,,,
Pacific,Marie Byrd Land,901,33.21,74.444,-64.739,26.969,804,!PAC-MBL,C13n y,Croon et al. (2008),13y,33.06,,,,,,
Pacific,Marie Byrd Land,901,33.73,74.479,-64.015,27.395,804,!PAC-MBL,C13n o,Croon et al. (2008),13o,33.55,,,,,,
Pacific,Marie Byrd Land,901,35.1,74.621,-61.886,28.395,804,!PAC-MBL,C15n y,Croon et al. (2008),15y,34.66,,,,,,
Pacific,Marie Byrd Land,901,35.34,74.634,-61.485,28.615,804,!PAC-MBL,C15n o,Croon et al. (2008),15o,34.94,,,,,,
Pacific,Marie Byrd Land,901,35.77,74.702,-60.18,29.234,804,!PAC-MBL,C16n.2n y,Croon et al. (2008),16y,35.69,,,,,,
Pacific,Marie Byrd Land,901,36.35,74.75,-59.047,29.808,804,!PAC-MBL,C16n.2n o,Croon et al. (2008),16o,36.34,,,,,,
Pacific,Marie Byrd Land,901,36.57,74.763,-58.638,30.049,804,!PAC-MBL,C17n.1n y,Croon et al. (2008),17y,36.62,,,,,,
Pacific,Marie Byrd Land,901,37.39,74.816,-57.44,30.678,804,!PAC-MBL,C17n.1n o,Croon et al. (2008),17o,37.47,,,,,,
Pacific,Marie Byrd Land,901,38.4,74.855,-56.211,31.411,804,!PAC-MBL,C18n.1n y,Croon et al. (2008),18y,38.43,,,,,,
Pacific,Marie Byrd Land,901,40.07,74.868,-54.46,32.62,804,!PAC-MBL,C18n.2n o,Croon et al. (2008),18o,40.13,,,,,,
Pacific,Marie Byrd Land,901,41.11,74.859,-53.254,33.532,804,!PAC-MBL,C19n m,Croon et al. (2008),19,41.39,,,,,,
Pacific,Marie Byrd Land,901,42.2,74.856,-52.225,34.217,804,!PAC-MBL,C20n y,Croon et al. (2008),20y,42.54,,,,,,
Pacific,Marie Byrd Land,901,43.45,74.775,-51.61,35.288,804,!PAC-MBL,C20n o,Croon et al. (2008),20o,43.79,,,,,,
Pacific,Marie Byrd Land,901,47.76,74.431,-48.544,38.176,804,!PAC-MBL,C21n o,Wright et al. (2015),21o,47.9,,,,,,
Pacific,Marie Byrd Land,901,53.9,73.474,-52.081,40.105,804,!PAC-MBL,C24n.3n o,Wright et al. (2015),24n3o,53.3,,,,,,
Pacific,Marie Byrd Land,901,57.38,72.627,-54.727,41.142,804,!PAC-MBL,C25n m,Wright et al. (2015),25m,56.1,,,,,,
Pacific,Marie Byrd Land,901,59.24,72.317,-54.189,42.531,804,!PAC-MBL,C26n o,Wright et al. (2015),26o,57.9,,,,,,
Pacific,Marie Byrd Land,901,62.53,71.348,-54.157,45.498,804,!PAC-MBL,C27o,Wright et al. (2015),27o,61.3,,,,,,
Pacific,Marie Byrd Land,901,68.18,68.941,-56.594,49.007,804,!PAC-MBL,C30o,Wright et al. (2015),30o,67.6,,,,,,
Pacific,Marie Byrd Land,901,74.2,66.631,-57.357,52.776,804,!PAC-MBL,C33y,Wright et al. (2016),33y,73.6,,,,,,
Pacific,Marie Byrd Land,901,83.65,63.6,-58.1,58.8,804,!PAC-MBL,C34y,Wright et al. (2016),34y,83,,,,,,
Nazca,Pacific,911,0,0,0,0,901,!NAZ-PAC,,,,,,,,,,
Nazca,Pacific,911,5,60.08,-91.23,-7.13,901,!NAZ-PAC,,Tebbens and Cande (1997); Wright et al. (2016),,5,Published as stage pole,,,,,
Nazca,Pacific,911,11.06,63.42,-91.82,-16.54,901,!NAZ-PAC,C5n.2n o,Tebbens and Cande (1997); Wright et al. (2016),,10.9,Published as stage pole,,,,,
Nazca,Pacific,911,15,64.98,-91.73,-22.83,901,!NAZ-PAC,,Tebbens and Cande (1997); Wright et al. (2016),,15,Published as stage pole,,,,,
Nazca,Pacific,911,19.55,62.38,-93.02,-31.01,901,!NAZ-PAC,C6n o,Tebbens and Cande (1997),6o,20.1,,,,,,
Nazca,Pacific,911,22.34,63.42,-94.11,-35.51,901,!NAZ-PAC,C6Bn.2n o,Tebbens and Cande (1997); Wright et al. (2016),6Bn.1 c,22.7,,,,,,
Caribbean Plate,North America,2007,0,0,0,0,101,!CAR-NAM,,,,,,,,,,
Caribbean Plate,North America,2007,6.023,-68.84,-50.09,0.82,101,!CAR-NAM,C3An.1n y,Leroy et al. (2000); Boschman et al. (2014),3Ay,6.3,Relative motion of Caribbean plate to Southern Cuba (North America) constrained by Cayman Trough anomalies,,,,,
Caribbean Plate,North America,2007,11.056,-69.75,-55.09,1.53,101,!CAR-NAM,C5n.2n o,Leroy et al. (2000); Boschman et al. (2014),5o,11.0,,,,,,
Caribbean Plate,North America,2007,19.535,-69.2,-51.93,2.99,101,!CAR-NAM,C6n o,Leroy et al. (2000); Boschman et al. (2014),6o,19.7,,,,,,
Caribbean Plate,North America,2007,25.987,-52.11,-62.14,4.12,101,!CAR-NAM,C8n.2n o,Leroy et al. (2000); Boschman et al. (2014),8o,26.2,,,,,,
Caribbean Plate,North America,2007,33.726,-36.02,-68.74,6.45,101,!CAR-NAM,C13n o,Leroy et al. (2000); Boschman et al. (2014),13o,33.7,,,,,,
Caribbean Plate,North America,2007,38.000,-37.85,-68.08,7.15,101,!CAR-NAM,,This study,,,Interpolated pole; Southern Cuba fixed to North America for last ~38 Ma,,,,,
